,NTACode,NTAName,NTA Latitude,NTA Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
1069,BX62,Woodlawn-Wakefield,40.89987904492829,-73.85667477198784,Foodtown,40.896418935039556,-73.85564224112738,Supermarket
1070,BX62,Woodlawn-Wakefield,40.89987904492829,-73.85667477198784,KFC,40.899759326417886,-73.85716443515307,Fast Food Restaurant
1071,BX62,Woodlawn-Wakefield,40.89987904492829,-73.85667477198784,Rite Aid,40.89851188277123,-73.8553595778686,Pharmacy
1072,BX62,Woodlawn-Wakefield,40.89987904492829,-73.85667477198784,MTA MaBSTOA Bus Bx16 / Bx39 / BxM11 & Bee-line 25 / 26 At 233rd St & White Plains Road,40.89855607424769,-73.85464610386165,Bus Station
1073,BX62,Woodlawn-Wakefield,40.89987904492829,-73.85667477198784,Family Dollar,40.898848,-73.853549,Discount Store
1074,BX62,Woodlawn-Wakefield,40.89987904492829,-73.85667477198784,Him Health Food Market,40.897665,-73.854638,Food
1075,BX62,Woodlawn-Wakefield,40.89987904492829,-73.85667477198784,New York City / Westchester County Border,40.90065482795809,-73.86023007056502,Border Crossing
1076,BX62,Woodlawn-Wakefield,40.89987904492829,-73.85667477198784,New China Gardens,40.897796,-73.853388,Asian Restaurant
1077,BX62,Woodlawn-Wakefield,40.89987904492829,-73.85667477198784,Carpenter Deli & Grocery,40.896052000000005,-73.85958199999999,Deli / Bodega
1078,BX07,Bronxdale,40.862142354316084,-73.86509919700703,Dunkin',40.86378496790022,-73.86518289327148,Donut Shop
1079,BX07,Bronxdale,40.862142354316084,-73.86509919700703,Pelham Liquor & Wine,40.858812,-73.867253,Liquor Store
1080,BX07,Bronxdale,40.862142354316084,-73.86509919700703,White Castle,40.866065155359436,-73.8623072418302,Fast Food Restaurant
1081,BX07,Bronxdale,40.862142354316084,-73.86509919700703,Pizza Vesuvio,40.865093,-73.867797,Pizza Place
1082,BX07,Bronxdale,40.862142354316084,-73.86509919700703,IHOP,40.86572773310355,-73.86245960660263,Breakfast Spot
1083,BX07,Bronxdale,40.862142354316084,-73.86509919700703,Subway,40.863788,-73.865206,Sandwich Place
1084,BX07,Bronxdale,40.862142354316084,-73.86509919700703,4U House Of Fitted Caps,40.86492133557667,-73.86749258161471,Clothing Store
1085,BX07,Bronxdale,40.862142354316084,-73.86509919700703,Dunkin',40.86564165663701,-73.86712580398466,Donut Shop
1086,BX07,Bronxdale,40.862142354316084,-73.86509919700703,Golden Krust Caribbean Restaurant,40.86599443083114,-73.86728463972231,Caribbean Restaurant
1087,BX07,Bronxdale,40.862142354316084,-73.86509919700703,CVS pharmacy,40.865410380303075,-73.86612283486961,Pharmacy
1088,BX07,Bronxdale,40.862142354316084,-73.86509919700703,China Mia,40.858315999999995,-73.867232,Chinese Restaurant
1089,BX07,Bronxdale,40.862142354316084,-73.86509919700703,T-Mobile,40.865272,-73.865898,Mobile Phone Shop
1090,BX07,Bronxdale,40.862142354316084,-73.86509919700703,gasolina lounge,40.8639214756593,-73.86491230524688,Bar
1091,BX07,Bronxdale,40.862142354316084,-73.86509919700703,Walgreens,40.86179721873436,-73.86705726385117,Pharmacy
1092,BX07,Bronxdale,40.862142354316084,-73.86509919700703,Dollar General,40.863717847964914,-73.86732170539784,Discount Store
1093,BX07,Bronxdale,40.862142354316084,-73.86509919700703,Subway,40.865691999999996,-73.86771,Sandwich Place
1094,BX07,Bronxdale,40.862142354316084,-73.86509919700703,McDonald's,40.864026532912995,-73.86706262826914,Fast Food Restaurant
1095,BX07,Bronxdale,40.862142354316084,-73.86509919700703,Chase Bank,40.86524670527414,-73.86557819155081,Bank
1096,BX07,Bronxdale,40.862142354316084,-73.86509919700703,Subway,40.86573360116722,-73.86760505266773,Sandwich Place
1097,BX07,Bronxdale,40.862142354316084,-73.86509919700703,Dunkin',40.85801171641264,-73.86727777329617,Donut Shop
1098,BX07,Bronxdale,40.862142354316084,-73.86509919700703,Fine Fare,40.864541547358165,-73.86315830143872,Supermarket
1099,BX07,Bronxdale,40.862142354316084,-73.86509919700703,China Kitchen - Chinese take out,40.859819,-73.865864,Chinese Restaurant
1100,BX07,Bronxdale,40.862142354316084,-73.86509919700703,Diamante Poblano 2,40.859697,-73.866209,Mexican Restaurant
1101,BX07,Bronxdale,40.862142354316084,-73.86509919700703,Astor Famous Deli Grocery,40.8595825560666,-73.86601239615368,Deli / Bodega
1102,BX07,Bronxdale,40.862142354316084,-73.86509919700703,Tulcimex,40.864808000000004,-73.863795,Mexican Restaurant
1103,BX07,Bronxdale,40.862142354316084,-73.86509919700703,Mister Taco Mexican Restaurant,40.8601188659668,-73.86775207519531,Mexican Restaurant
1104,BX07,Bronxdale,40.862142354316084,-73.86509919700703,Zymi Restaurant & Pizza,40.859390000000005,-73.866198,Eastern European Restaurant
1105,BX07,Bronxdale,40.862142354316084,-73.86509919700703,National Bakery,40.86555210007913,-73.86466104867736,Bakery
1106,BX07,Bronxdale,40.862142354316084,-73.86509919700703,Kennedy Fried Chicken,40.865093,-73.867797,Fried Chicken Joint
1107,BX07,Bronxdale,40.862142354316084,-73.86509919700703,M.H. Discount,40.86571,-73.866919,Pharmacy
1108,BX07,Bronxdale,40.862142354316084,-73.86509919700703,USA Martial Arts,40.865686180297004,-73.86732289036128,Martial Arts School
1109,BX07,Bronxdale,40.862142354316084,-73.86509919700703,Greenland,40.85867780328276,-73.86796487165365,Grocery Store
1110,BX07,Bronxdale,40.862142354316084,-73.86509919700703,Community Green Market,40.85834254634898,-73.86759102344513,Grocery Store
1111,BX07,Bronxdale,40.862142354316084,-73.86509919700703,No. 8 Chinese Restaurant,40.858553,-73.868267,Chinese Restaurant
1112,BX07,Bronxdale,40.862142354316084,-73.86509919700703,Steven Restaurant,40.858553,-73.868267,Restaurant
1113,BX07,Bronxdale,40.862142354316084,-73.86509919700703,Williams Deli Grocery,40.85876350266648,-73.86870565874811,Deli / Bodega
1114,BK85,East New York (Pennsylvania Ave),40.666856353519314,-73.89482162134821,blake family deli,40.66720105237765,-73.89712368562154,Deli / Bodega
1115,BK85,East New York (Pennsylvania Ave),40.666856353519314,-73.89482162134821,Jose Deli Corp,40.66722334316498,-73.89712456005994,Deli / Bodega
1116,BK85,East New York (Pennsylvania Ave),40.666856353519314,-73.89482162134821,Stevelo Pizza Shop,40.66719830781943,-73.8971169530658,Pizza Place
1117,BK85,East New York (Pennsylvania Ave),40.666856353519314,-73.89482162134821,Malsons Jewelers,40.66726102742796,-73.8971232350713,Jewelry Store
1118,BK85,East New York (Pennsylvania Ave),40.666856353519314,-73.89482162134821,City Plaza Meat Market,40.66726759970855,-73.89711426219615,Sandwich Place
1119,BK85,East New York (Pennsylvania Ave),40.666856353519314,-73.89482162134821,Power Supermarket,40.66720568905324,-73.8971258890115,Supermarket
1120,BK85,East New York (Pennsylvania Ave),40.666856353519314,-73.89482162134821,Dollar Tree,40.6671400057976,-73.89713351159068,Discount Store
1121,BK85,East New York (Pennsylvania Ave),40.666856353519314,-73.89482162134821,Livonia Gourmet Deli & Grill,40.664559000000004,-73.89430300000001,Deli / Bodega
1122,BK85,East New York (Pennsylvania Ave),40.666856353519314,-73.89482162134821,Little Caesars Pizza,40.66723644966405,-73.89712319975393,Pizza Place
1123,BK85,East New York (Pennsylvania Ave),40.666856353519314,-73.89482162134821,Golden Krust Caribbean Bakery and Grill,40.664871000000005,-73.89438100000001,Caribbean Restaurant
1124,BK85,East New York (Pennsylvania Ave),40.666856353519314,-73.89482162134821,Family Dollar,40.66721769352478,-73.89713690736627,Discount Store
1125,BK85,East New York (Pennsylvania Ave),40.666856353519314,-73.89482162134821,Key Food,40.66899338661704,-73.89524581113199,Supermarket
1126,BK85,East New York (Pennsylvania Ave),40.666856353519314,-73.89482162134821,Simply Deliciousness™,40.667156439779276,-73.89714178706365,Bakery
1127,BK85,East New York (Pennsylvania Ave),40.666856353519314,-73.89482162134821,New Lian Xian Chinese Restaurant,40.66922,-73.897354,Food
1128,BK85,East New York (Pennsylvania Ave),40.666856353519314,-73.89482162134821,Blake and Miller Deli and Grocery,40.66861077233839,-73.89014254976469,Deli / Bodega
1129,QN55,South Ozone Park,40.67643123218156,-73.81682361641514,Flamingo Restaurant & Mantra Lounge,40.675855146146624,-73.81790217177502,Caribbean Restaurant
1130,QN55,South Ozone Park,40.67643123218156,-73.81682361641514,Key Food,40.67844490343427,-73.8201502900625,Supermarket
1131,QN55,South Ozone Park,40.67643123218156,-73.81682361641514,Walgreens,40.67549977724454,-73.81903499364853,Pharmacy
1132,QN55,South Ozone Park,40.67643123218156,-73.81682361641514,Redbox,40.675484943569394,-73.8202112810025,Video Store
1133,QN55,South Ozone Park,40.67643123218156,-73.81682361641514,Shipwreck,40.675869706035726,-73.8179731603361,Seafood Restaurant
1134,QN55,South Ozone Park,40.67643123218156,-73.81682361641514,Domino's Pizza,40.67552121169338,-73.81201657085967,Pizza Place
1135,QN55,South Ozone Park,40.67643123218156,-73.81682361641514,Wing Wah Kitchen,40.67606089649331,-73.82000302637725,Chinese Restaurant
1136,QN55,South Ozone Park,40.67643123218156,-73.81682361641514,Q10/Q10LTD/QM18 Bus Stop (Lefferts Blvd & Rockaway Blvd),40.67600831753636,-73.81934784676065,Bus Station
1137,QN55,South Ozone Park,40.67643123218156,-73.81682361641514,A & R Liquor & Wine,40.67679724119299,-73.81956614832448,Liquor Store
1138,QN55,South Ozone Park,40.67643123218156,-73.81682361641514,Personalized Nails Spa by Denise,40.675681634313385,-73.81943437520066,Cosmetics Shop
1139,QN55,South Ozone Park,40.67643123218156,-73.81682361641514,Island Roti Shop,40.67657413216839,-73.81962323647767,Caribbean Restaurant
1140,QN55,South Ozone Park,40.67643123218156,-73.81682361641514,Liberty Beverages,40.67654,-73.819766,Liquor Store
1141,QN55,South Ozone Park,40.67643123218156,-73.81682361641514,Jocy Hair Salon,40.674310999999996,-73.819399,Salon / Barbershop
1142,QN55,South Ozone Park,40.67643123218156,-73.81682361641514,Wah Hing Kitchen,40.675621754840584,-73.81236917910054,Chinese Restaurant
1143,QN55,South Ozone Park,40.67643123218156,-73.81682361641514,Victor Coffee Shop Restaurant,40.675315,-73.812286,Coffee Shop
1144,QN55,South Ozone Park,40.67643123218156,-73.81682361641514,Chop Chop Kitchen,40.67633056640625,-73.8221435546875,Chinese Restaurant
1145,BK27,Bath Beach,40.60242176310292,-74.00880640610038,Shore Road Promenade,40.60292337238675,-74.01187153535251,Scenic Lookout
1146,BK27,Bath Beach,40.60242176310292,-74.00880640610038,Belt Parkway Walkway,40.60188498879708,-74.01276670514719,Scenic Lookout
1147,BK27,Bath Beach,40.60242176310292,-74.00880640610038,Brooklyn Gymnastics Center Inc,40.60612530317126,-74.00949341278941,Gymnastics Gym
1148,BK27,Bath Beach,40.60242176310292,-74.00880640610038,Liu's Shanghai Inc.,40.6027507464347,-74.00388868642978,Shanghai Restaurant
1149,BK27,Bath Beach,40.60242176310292,-74.00880640610038,La granja,40.602022999999996,-74.003039,Peruvian Restaurant
1150,BK27,Bath Beach,40.60242176310292,-74.00880640610038,Funtasia Party Place,40.604686,-74.007626,Event Space
1151,BK27,Bath Beach,40.60242176310292,-74.00880640610038,Key Food,40.60370635087239,-74.00638800351686,Supermarket
1152,BK27,Bath Beach,40.60242176310292,-74.00880640610038,17th Ave Park,40.60229402572624,-74.01124032336102,Park
1153,BK27,Bath Beach,40.60242176310292,-74.00880640610038,Nicky's Pizza,40.604074,-74.006964,Pizza Place
1154,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Lady M Cake Boutique,40.7756192,-73.9621861,Bakery
1155,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Sant Ambroeus,40.77532770471081,-73.96281878358091,Italian Restaurant
1156,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Bemelmans Bar,40.77460663060093,-73.96330814709152,Hotel Bar
1157,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Dos Toros Taqueria,40.77395007083009,-73.95966838277417,Burrito Place
1158,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,The Mark Hotel,40.77527418705178,-73.96338256441804,Hotel
1159,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,The Carlyle,40.774413091904705,-73.96330126859895,Hotel
1160,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Exhale,40.77472908300697,-73.96329365759321,Spa
1161,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Handcraft Coffee,40.77353518266607,-73.95967048748328,Coffee Shop
1162,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Café Carlyle,40.77446619133348,-73.96336879007355,Jazz Club
1163,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,The Mark Restaurant by Jean-Georges,40.77521873043948,-73.96338138800205,American Restaurant
1164,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,La Maison du Chocolat,40.77591521422772,-73.9624063444911,Chocolate Shop
1165,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Aēsop,40.77758384731416,-73.96149855948362,Cosmetics Shop
1166,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Café Boulud,40.77446013544719,-73.96389280110587,French Restaurant
1167,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Albertine,40.77667833078863,-73.96376967430115,Bookstore
1168,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Pastrami Queen,40.7743709,-73.9591033,Sandwich Place
1169,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Eli's Night Shift,40.77434551192844,-73.95751164710708,Bar
1170,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Christian Louboutin,40.77397767433252,-73.96379929997335,Shoe Store
1171,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,The Surrey,40.7744149,-73.9638893,Hotel
1172,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Sushi Noz,40.773786,-73.958118,Sushi Restaurant
1173,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,CHOPT,40.77379708458151,-73.9578249965559,Salad Place
1174,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Farinella Bakery,40.77463039155472,-73.95914264384398,Pizza Place
1175,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,James Michael Levin Playground,40.77589430914203,-73.9651107788086,Playground
1176,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Chaise Fitness,40.77674515212741,-73.95759126481023,Gym / Fitness Center
1177,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Burger One,40.775229816916685,-73.9586854420627,Burger Joint
1178,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Flora Bar,40.773596077409636,-73.96419416844952,Mediterranean Restaurant
1179,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Orsay,40.77242347784402,-73.96069870245756,French Restaurant
1180,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Emmy Squared,40.775582,-73.956576,Pizza Place
1181,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Eli's Table,40.77504334998626,-73.95680803408706,American Restaurant
1182,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Group of Bears,40.77741648976363,-73.96392799029844,Outdoor Sculpture
1183,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Greek and Roman Art,40.778173856858466,-73.96352893278149,Exhibit
1184,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Antonucci,40.77571064654,-73.95660701282836,Italian Restaurant
1185,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Flex Mussels,40.776336676544645,-73.95643047622309,Seafood Restaurant
1186,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,CityRow,40.77484736228385,-73.95674766396186,Gym / Fitness Center
1187,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Toloache 82,40.77656629708003,-73.95664177765191,Mexican Restaurant
1188,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Canine Styles Uptown,40.776436007847764,-73.95784535789318,Pet Store
1189,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Starbucks,40.77354345900875,-73.95983582452727,Coffee Shop
1190,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Joe the Art of Coffee,40.7720441944042,-73.96080496387015,Coffee Shop
1191,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Butterfield Market,40.774065863225466,-73.95959516915148,Grocery Store
1192,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Apple Upper East Side,40.773357346675624,-73.9645367860794,Electronics Store
1193,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,The Simone,40.776918,-73.956911,French Restaurant
1194,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Dulce Vida Latin Bistro,40.777168420199644,-73.95729271279279,Latin American Restaurant
1195,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Metropolitan Museum Steps,40.77906283716806,-73.96251440048218,Plaza
1196,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Paper Source,40.77150016132978,-73.9594352363973,Paper / Office Supplies Store
1197,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,William Greenberg Desserts,40.7787515,-73.960608,Bakery
1198,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Y7 – Upper East Side,40.77649461350271,-73.95559351310052,Yoga Studio
1199,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Amber,40.77498498304562,-73.95692819050043,Sushi Restaurant
1200,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Pig Heaven,40.7754503,-73.95683919999999,Chinese Restaurant
1201,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Ukrainian Institute of America,40.776937143550136,-73.96350669862444,Art Gallery
1202,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Play It Loud: Instruments Of Rock And Roll,40.778483,-73.963419,Art Museum
1203,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Bottle & Soul,40.77651844515788,-73.95777813061173,Wine Shop
1204,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Caffe Buon Gusto - Manhattan,40.77249848070456,-73.9569944284568,Italian Restaurant
1205,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,"Arts of Africa, Oceania and the Americas",40.77829127549353,-73.96425714206909,Exhibit
1206,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,By the Way Bakery,40.777947796529745,-73.9566690328144,Bakery
1207,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Maison Kayser,40.77131932572194,-73.95959246401709,Bakery
1208,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Tiramisu,40.77494597871838,-73.95693214362441,Italian Restaurant
1209,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,The Great Hall,40.77919282483418,-73.96302938461304,Exhibit
1210,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Bode NYC - Upper East Side,40.776989620169964,-73.95568443736269,Yoga Studio
1211,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Candle Cafe,40.771407,-73.959138,Vegetarian / Vegan Restaurant
1212,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Alice in Wonderland Statue,40.77503960222394,-73.96656561181653,Outdoor Sculpture
1213,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Eli's Market,40.7750780079548,-73.95673852514497,Gourmet Shop
1214,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,SoulCycle East 83rd,40.77699051498346,-73.95532907885685,Cycle Studio
1215,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Nineteenth Century European Paintings & Sculptures,40.77852503573045,-73.96402038752846,Exhibit
1216,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Heyday,40.776403,-73.955362,Spa
1217,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,McCabes Wine & Spirits,40.772902454046175,-73.95833836637415,Wine Shop
1218,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Quattro Gatti Ristorante,40.775449496601894,-73.95597669103729,Italian Restaurant
1219,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Gallery of Monet's Series Painting,40.77855077886626,-73.96408384660947,Exhibit
1220,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,787 Coffee,40.774461,-73.955438,Coffee Shop
1221,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,305 Fitness,40.775943269169765,-73.95604125683425,Gym / Fitness Center
1222,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Lexington Candy Shop Luncheonette,40.777503,-73.957213,Diner
1223,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Sur La Table,40.77207734231519,-73.95904245557166,Kitchen Supply Store
1224,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,J.G. Melon,40.77105,-73.95931,Burger Joint
1225,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Citarella Gourmet Market - Upper East Side,40.7717467,-73.95872800000001,Grocery Store
1226,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Nespresso,40.77317939578769,-73.96440565021449,Coffee Shop
1227,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Mezzaluna Restaurants,40.771352488755774,-73.95968198776245,Italian Restaurant
1228,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Sojourn,40.773367,-73.955511,Tapas Restaurant
1229,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Luke's Bar & Grill,40.77450325305382,-73.95722215905452,American Restaurant
1230,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Pressed Juicery,40.77807136426375,-73.9568889613596,Juice Bar
1231,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Via Quadronno,40.77258149653772,-73.96527320930821,Café
1232,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Come Prima Ristorante,40.772053,-73.964867,Italian Restaurant
1233,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,American Irish Historical Society,40.77768662289042,-73.96307880188434,History Museum
1234,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,BLT Prime,40.77161,-73.96169,Steakhouse
1235,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Uni K Wax Studio,40.777155,-73.95551,Spa
1236,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Iris & B Gerald Cantor Roof Garden,40.7787479735791,-73.96453264629011,Roof Deck
1237,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Gina La Fornarina,40.77091675653072,-73.96185609862519,Italian Restaurant
1238,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Irving Farm Coffee Roasters,40.77543837923943,-73.95661894047544,Coffee Shop
1239,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Serendipity 75 Nails & Spa,40.77211353595253,-73.95889988368502,Nail Salon
1240,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Benefit Cosmetics Boutique,40.77134316044097,-73.95917370915419,Cosmetics Shop
1241,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Crunch,40.776010084941554,-73.95641908049589,Gym / Fitness Center
1242,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Giovanni Venti Cinque,40.77909385055686,-73.9606081025997,Italian Restaurant
1243,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Glade Arch,40.77634928656113,-73.96565794944763,Bridge
1244,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,francesca's,40.772166,-73.958612,Boutique
1245,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Thai @ Lex,40.77811,-73.95672,Thai Restaurant
1246,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Eli's Essentials,40.77262800576825,-73.96485843875686,American Restaurant
1247,MN40,Upper East Side-Carnegie Hill,40.7752751281705,-73.96081492808938,Lexington Bar & Books,40.7710495479278,-73.9618280215083,Cocktail Bar
1248,BK28,Bensonhurst West,40.60845988980353,-73.99580817650785,Villa Fiorita,40.611931,-73.997854,Italian Restaurant
1249,BK28,Bensonhurst West,40.60845988980353,-73.99580817650785,Jmart 新世界超市,40.610080337802934,-74.00122073773332,Supermarket
1250,BK28,Bensonhurst West,40.60845988980353,-73.99580817650785,Lenny's Pizza,40.60490837787233,-73.99871296726626,Pizza Place
1251,BK28,Bensonhurst West,40.60845988980353,-73.99580817650785,il Colosseo,40.61222053559676,-73.9974361996248,Italian Restaurant
1252,BK28,Bensonhurst West,40.60845988980353,-73.99580817650785,New Ruans,40.60513670431751,-73.99902556161967,Chinese Restaurant
1253,BK28,Bensonhurst West,40.60845988980353,-73.99580817650785,Delacqua,40.604216455437815,-73.99745200137458,Spa
1254,BK28,Bensonhurst West,40.60845988980353,-73.99580817650785,Planet Fitness,40.60456665351589,-73.99786101312996,Gym / Fitness Center
1255,BK28,Bensonhurst West,40.60845988980353,-73.99580817650785,Chase Bank,40.60603152694499,-74.00008361497252,Bank
1256,BK28,Bensonhurst West,40.60845988980353,-73.99580817650785,Starbucks,40.60492502971137,-73.9986815620759,Coffee Shop
1257,BK28,Bensonhurst West,40.60845988980353,-73.99580817650785,Tous Les Jour,40.60435768510481,-73.99765735970983,Bakery
1258,BK28,Bensonhurst West,40.60845988980353,-73.99580817650785,The Vitamin Shoppe,40.604762,-73.997645,Supplement Shop
1259,BK28,Bensonhurst West,40.60845988980353,-73.99580817650785,Shiki Japanese Hibachi,40.606545000000004,-74.000928,Japanese Restaurant
1260,BK28,Bensonhurst West,40.60845988980353,-73.99580817650785,Frank And Sal's Prime Meats,40.61023238969865,-73.99922681436966,Butcher
1261,BK28,Bensonhurst West,40.60845988980353,-73.99580817650785,GNC,40.604089,-73.996813,Supplement Shop
1262,BK28,Bensonhurst West,40.60845988980353,-73.99580817650785,Han Wong Restaurant,40.605151,-73.99811700000001,Chinese Restaurant
1263,BK28,Bensonhurst West,40.60845988980353,-73.99580817650785,Chase Bank,40.60474569553324,-73.99786298104152,Bank
1264,BK28,Bensonhurst West,40.60845988980353,-73.99580817650785,Healthalicious,40.60494514330043,-73.99888516588128,American Restaurant
1265,BK28,Bensonhurst West,40.60845988980353,-73.99580817650785,Rite Aid,40.6090735,-74.0006245,Pharmacy
1266,BK28,Bensonhurst West,40.60845988980353,-73.99580817650785,Mattress Firm,40.6058349609375,-73.99972534179688,Mattress Store
1267,BK28,Bensonhurst West,40.60845988980353,-73.99580817650785,18 Hipot,40.60924053660791,-74.00020677029487,Hotpot Restaurant
